"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002920","GO:0002920","regulation of humoral immune response","4/577","24/9364",0.0567798730241334,0.350020799064639,0.313480854770694,"CCR7/KLK7/PTPRC/SERPING1",4
"GO:0060113","GO:0060113","inner ear receptor cell differentiation","4/577","24/9364",0.0567798730241334,0.350020799064639,0.313480854770694,"CTHRC1/GSDME/JAG1/TSKU",4
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","4/577","24/9364",0.0567798730241334,0.350020799064639,0.313480854770694,"ABL1/LRRK2/SFRP1/TACSTD2",4
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","4/577","24/9364",0.0567798730241334,0.350020799064639,0.313480854770694,"CTSZ/MME/PCSK1N/PLA2G7",4
"GO:0007249","GO:0007249","canonical NF-kappaB signal transduction","21/577","236/9364",0.0568060966411999,0.350020799064639,0.313480854770694,"ABL1/AJUBA/ALPK1/APOL3/BIRC3/CARD8/CCL19/CCR7/CD74/DAB2IP/EDN1/F2RL1/GJA1/HSPB1/OPTN/PLEKHG5/TLR4/TLR8/TRIM22/UBD/WLS",21
"GO:1990845","GO:1990845","adaptive thermogenesis","11/577","105/9364",0.058013463936927,0.356439921804171,0.319229861940107,"CMKLR1/GJA1/IGF2BP2/IL4R/LCN2/LIPA/OMA1/PDGFC/PLAC8/PWWP2B/TLR4",11
"GO:1990778","GO:1990778","protein localization to cell periphery","20/577","223/9364",0.0580210757067042,0.356439921804171,0.319229861940107,"ATP6AP1/CSK/EGFR/EHD1/EPB41L3/GBP1/ITGA3/JUP/KIF13A/LAMA5/MAP7/OPTN/PKP3/PPFIA1/PRKCH/RAB3D/S100A10/SLMAP/STX7/VAMP5",20
"GO:0009410","GO:0009410","response to xenobiotic stimulus","19/577","210/9364",0.0591682099017843,0.357712437010933,0.320369534656101,"ABCC5/ABL1/AIP/CD38/CYBB/CYP1B1/EDN1/FOSL1/HSPG2/ITGA2/ITGA3/LIPA/MMP2/NFATC2/SFRP1/SLCO2B1/SMOX/TP53/TXNIP",19
"GO:0019722","GO:0019722","calcium-mediated signaling","12/577","118/9364",0.0592080625736576,0.357712437010933,0.320369534656101,"CCR7/CHP1/CMKLR1/EDN1/GBP1/HOMER2/HOMER3/LRRK2/NFATC2/PDGFRB/PLEK/PTPRC",12
"GO:0032729","GO:0032729","positive regulation of type II interferon production","7/577","57/9364",0.0595234889063411,0.357712437010933,0.320369534656101,"ABL1/F2RL1/HLA-DPB1/IRF8/SLC7A5/TLR4/TLR8",7
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","15/577","157/9364",0.0598088290588334,0.357712437010933,0.320369534656101,"ABL1/AJUBA/ALPK1/APOL3/BIRC3/CCL19/CCR7/CD74/F2RL1/GJA1/PLEKHG5/TLR4/TRIM22/UBD/WLS",15
"GO:0050777","GO:0050777","negative regulation of immune response","14/577","144/9364",0.0599887213324821,0.357712437010933,0.320369534656101,"ADAR/CD84/COL3A1/FGL2/IL20RB/IL4R/JAK3/PTPRC/RC3H1/SAMSN1/SERPINB4/SERPING1/SLAMF8/SPI1",14
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","31/577","377/9364",0.0603942633556489,0.357712437010933,0.320369534656101,"ABL1/AFAP1L2/BCAR1/CD63/DAB2IP/EFNA3/EFNB1/EGFR/F3/FGFR3/FOXC1/GALNT3/GPRC5A/HBEGF/HSPB1/JAK3/LEPROTL1/LGMN/MMP2/MPZL1/MTSS1/NIBAN2/PDGFC/PDGFRB/PIK3C2A/PTK2/PTK6/PTPN18/SHC1/TGFA/TXNIP",31
"GO:0008217","GO:0008217","regulation of blood pressure","9/577","81/9364",0.0605108143555363,0.357712437010933,0.320369534656101,"COL1A2/CTSZ/EDN1/ERAP1/F2RL1/ID2/NAV2/POSTN/SCPEP1",9
"GO:0071772","GO:0071772","response to BMP","9/577","81/9364",0.0605108143555363,0.357712437010933,0.320369534656101,"ABL1/FST/FSTL3/HTRA1/ITGA3/RGMA/SFRP1/SPINT1/SPINT2",9
"GO:0071773","GO:0071773","cellular response to BMP stimulus","9/577","81/9364",0.0605108143555363,0.357712437010933,0.320369534656101,"ABL1/FST/FSTL3/HTRA1/ITGA3/RGMA/SFRP1/SPINT1/SPINT2",9
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","9/577","81/9364",0.0605108143555363,0.357712437010933,0.320369534656101,"APP/CCL19/CD84/CYBB/HSPB1/LRRK2/PTPRC/TLR4/TYROBP",9
"GO:0032990","GO:0032990","cell part morphogenesis","30/577","363/9364",0.0606406212960243,0.357712437010933,0.320369534656101,"ABL1/ACTG1/APP/CRABP2/CTTN/DAB2IP/EDN1/EFNA3/EFNB1/EMB/ENAH/EPB41L3/LPAR3/LRRK2/NECTIN1/NIBAN2/NOTCH3/PLEC/POSTN/PTK2/PTK7/RAC3/RGMA/S100A6/SEMA3F/SEMA4B/SPP1/TSKU/TUBB3/ULK1",30
"GO:0051592","GO:0051592","response to calcium ion","8/577","69/9364",0.060669549385786,0.357712437010933,0.320369534656101,"CLIC4/EDN1/LGMN/NFATC2/S100A16/SDC1/SYT7/TXNIP",8
"GO:0001767","GO:0001767","establishment of lymphocyte polarity","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"ABL1/CCL19/CCR7",3
"GO:0001990","GO:0001990","regulation of systemic arterial blood pressure by hormone","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"CTSZ/EDN1/F2RL1",3
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"CD74/IL4R/NLRP3",3
"GO:0006027","GO:0006027","glycosaminoglycan catabolic process","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"FUCA1/GNS/HEXA",3
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"APP/HOMER2/HOMER3",3
"GO:0009164","GO:0009164","nucleoside catabolic process","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"APOBEC3F/DERA/UPP1",3
"GO:0010839","GO:0010839","negative regulation of keratinocyte proliferation","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"CD109/IRF6/SFN",3
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"FCRL3/PDGFRB/PTPRC",3
"GO:0032693","GO:0032693","negative regulation of interleukin-10 production","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"JAK3/PDCD1LG2/TYROBP",3
"GO:0034312","GO:0034312","diol biosynthetic process","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"ASAH1/SPR/SPTSSA",3
"GO:0034383","GO:0034383","low-density lipoprotein particle clearance","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"CSK/EHD1/LIPA",3
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"EDN1/LYPD3/SLC7A5",3
"GO:0044060","GO:0044060","regulation of endocrine process","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"F2RL1/GJA1/SPP1",3
"GO:0045091","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"APOBEC3F/MPHOSPH8/RESF1",3
"GO:0070977","GO:0070977","bone maturation","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"EBP/FGFR3/SNX10",3
"GO:0086064","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"GJA1/GJC1/IRX3",3
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"ACTG1/LRRK2/SYT7",3
"GO:2000178","GO:2000178","negative regulation of neural precursor cell proliferation","3/577","15/9364",0.060835448471247,0.357712437010933,0.320369534656101,"SPINT1/SPINT2/TP53",3
"GO:0006812","GO:0006812","monoatomic cation transport","37/577","463/9364",0.0609982473007024,0.358092212507277,0.32070966400708,"ABCC5/ABL1/AHNAK/ATOX1/ATP5MF/ATP6AP1/B2M/CCL19/CCR7/CD63/CD84/CHP1/CTSS/CXCL9/EDN1/FCRL3/FTH1/HOMER2/HOMER3/IL16/KCNJ15/KCNK1/LCN2/MS4A1/NECTIN1/PDGFRB/PLCD1/PRSS8/PTPRC/SARAF/SLC39A4/SLC5A1/SLC6A8/SLC9A9/SLMAP/TPT1/TUSC3",37
"GO:0045765","GO:0045765","regulation of angiogenesis","17/577","184/9364",0.061161036295582,0.358092212507277,0.32070966400708,"ABL1/ANXA3/CHI3L1/CYBB/CYP1B1/DAB2IP/EFNA3/ERAP1/F3/FOXC1/GADD45A/HSPB1/HSPG2/JUP/NIBAN2/SFRP1/TJP1",17
"GO:1902074","GO:1902074","response to salt","17/577","184/9364",0.061161036295582,0.358092212507277,0.32070966400708,"B2M/CLDN1/CLIC4/EDN1/HOMER2/IMPA2/ITGA2/LGMN/MAPK13/NFATC2/P2RY2/PLEC/S100A16/SDC1/SLURP2/SYT7/TXNIP",17
"GO:0002218","GO:0002218","activation of innate immune response","19/577","211/9364",0.0614680972420966,0.358620844484562,0.321183110169541,"ALPK1/BIRC3/CARD8/CTSS/DAB2IP/F2RL1/FCRL3/FOSL1/GBP5/MNDA/NAGK/NLRP3/PIK3AP1/TLR4/TLR8/TYROBP/UNC93B1/WDFY1/ZDHHC12",19
"GO:0032613","GO:0032613","interleukin-10 production","6/577","46/9364",0.0615127104485182,0.358620844484562,0.321183110169541,"F2RL1/IL20RB/JAK3/PDCD1LG2/TLR4/TYROBP",6
"GO:0032653","GO:0032653","regulation of interleukin-10 production","6/577","46/9364",0.0615127104485182,0.358620844484562,0.321183110169541,"F2RL1/IL20RB/JAK3/PDCD1LG2/TLR4/TYROBP",6
"GO:0003015","GO:0003015","heart process","12/577","119/9364",0.0623526140056723,0.363003336983518,0.32510809833673,"CELF2/DSC2/DSG2/DSP/EDN1/GJA1/GJC1/HBEGF/HOPX/IRX3/JUP/PPP1R13L",12
"GO:0033673","GO:0033673","negative regulation of kinase activity","13/577","132/9364",0.0628142764342801,0.364787305221847,0.326705831642092,"ABL1/ADAR/CHP1/DAB2IP/GADD45A/GPRC5A/HSPB1/LAX1/PTK6/PTPRC/SFN/TESK1/YWHAG",13
"GO:0048863","GO:0048863","stem cell differentiation","14/577","145/9364",0.0628362972308769,0.364787305221847,0.326705831642092,"ABL1/EDN1/EFNB1/FOXC1/JAG1/KITLG/LAMA5/PSMD11/PTPRC/SEMA3F/SEMA4B/SFRP1/TACSTD2/TP53",14
"GO:0050729","GO:0050729","positive regulation of inflammatory response","10/577","94/9364",0.0631276831490599,0.365962737804973,0.327758556542636,"APP/CCR7/IL16/LRRK2/MAPK13/NLRP3/PLA2G7/S100A8/S100A9/TLR4",10
"GO:0000165","GO:0000165","MAPK cascade","38/577","479/9364",0.0634905369269217,0.367548593517876,0.329178859009667,"ABL1/APP/ARHGAP8/ARHGEF5/AVPI1/CCL19/CCR7/CD74/CHI3L1/CSK/DAB2IP/DUSP4/EDN1/EGFR/ERCC6/F2RL1/FCRL3/FGFR3/GADD45A/GBP1/GSDME/ICAM1/LAPTM5/LAX1/LPAR3/LRRK2/MAP3K8/MAPK13/PDGFC/PDGFRB/PPP1CB/PTPRC/SH3RF2/SHC1/SOX2/SPI1/TGFA/TLR4",38
"GO:1901342","GO:1901342","regulation of vasculature development","17/577","185/9364",0.0636918306142259,0.36785186451947,0.329450470448362,"ABL1/ANXA3/CHI3L1/CYBB/CYP1B1/DAB2IP/EFNA3/ERAP1/F3/FOXC1/GADD45A/HSPB1/HSPG2/JUP/NIBAN2/SFRP1/TJP1",17
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","7/577","58/9364",0.0642760307298387,0.36785186451947,0.329450470448362,"ADCY6/ADGRG1/CXCL9/GPR65/LPAR3/PTHLH/UCN2",7
"GO:0042303","GO:0042303","molting cycle","7/577","58/9364",0.0642760307298387,0.36785186451947,0.329450470448362,"CD109/EGFR/FST/KRT17/LAMA5/PPP1R13L/TSKU",7
"GO:0042633","GO:0042633","hair cycle","7/577","58/9364",0.0642760307298387,0.36785186451947,0.329450470448362,"CD109/EGFR/FST/KRT17/LAMA5/PPP1R13L/TSKU",7
"GO:0016101","GO:0016101","diterpenoid metabolic process","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"CRABP2/CYP1B1/LIPA/SCPEP1",4
"GO:0042490","GO:0042490","mechanoreceptor differentiation","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"CTHRC1/GSDME/JAG1/TSKU",4
"GO:0042554","GO:0042554","superoxide anion generation","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"CYBB/EDN1/F2RL1/TYROBP",4
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"ARHGEF5/CCL19/DAB2IP/EDN1",4
"GO:0071548","GO:0071548","response to dexamethasone","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"CLDN1/CYP1B1/EDN1/GJB2",4
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","4/577","25/9364",0.064436636131812,0.36785186451947,0.329450470448362,"F2RL1/IL4R/RAB3D/SYT7",4
"GO:0046718","GO:0046718","viral entry into host cell","11/577","107/9364",0.0647412752338292,0.368568587638231,0.330092372233922,"CD74/CLDN1/CTSB/EGFR/ICAM1/ITGA2/ITGB6/NECTIN1/NECTIN4/PVR/TRIM22",11
"GO:0071248","GO:0071248","cellular response to metal ion","11/577","107/9364",0.0647412752338292,0.368568587638231,0.330092372233922,"B2M/CLDN1/CLIC4/CYBB/EDN1/EGFR/LGMN/LRRK2/NFATC2/SYT7/TFAP2A",11
"GO:0046330","GO:0046330","positive regulation of JNK cascade","8/577","70/9364",0.0649911356910262,0.369479992409204,0.330908632145934,"APP/CCL19/CCR7/DAB2IP/F2RL1/GADD45A/SH3RF2/TLR4",8
"GO:0003012","GO:0003012","muscle system process","18/577","199/9364",0.0651135556438328,0.369665372455194,0.331074659694668,"APBB2/CD38/CTTN/DSC2/DSG2/DSP/EDN1/GJA1/GJC1/ITGA2/JUP/LMNA/PIK3C2A/PPP1R13L/SLC6A8/SLMAP/SMTN/TMOD3",18
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","10/577","95/9364",0.0668679160629261,0.378412329571147,0.338908490143256,"CYP1B1/F2RL1/GADD45A/LRRK2/PARL/PDGFRB/TFAP2A/TLR4/TP53/TYROBP",10
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","6/577","47/9364",0.067022008808884,0.378412329571147,0.338908490143256,"BCL2L2/LMNA/MOAP1/PARL/SFN/TP53",6
"GO:0045921","GO:0045921","positive regulation of exocytosis","6/577","47/9364",0.067022008808884,0.378412329571147,0.338908490143256,"F2RL1/IL4R/RAB3D/S100A10/SDC1/SYT7",6
"GO:0048844","GO:0048844","artery morphogenesis","6/577","47/9364",0.067022008808884,0.378412329571147,0.338908490143256,"COL3A1/EDN1/FOXC1/JAG1/NOTCH3/PDGFRB",6
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","16/577","173/9364",0.0673330536121602,0.379647737900892,0.340014929704088,"BTBD10/CCL19/CCR7/CHI3L1/DAB2IP/EDN1/EGFR/F2RL1/F3/FAM110C/HBEGF/PDGFC/PDGFRB/PIK3AP1/PIK3C2A/PTK2",16
"GO:0050727","GO:0050727","regulation of inflammatory response","21/577","241/9364",0.0678267636359232,0.38099573486366,0.34122220436104,"ABHD12/AOAH/APP/ATM/BIRC3/CCR7/FANCA/IL16/IL20RB/LRRK2/MAPK13/MVK/NLRP3/PIK3AP1/PLA2G7/PTPRC/S100A8/S100A9/SLAMF8/TLR4/TNC",21
"GO:0021885","GO:0021885","forebrain cell migration","5/577","36/9364",0.0678498235313564,0.38099573486366,0.34122220436104,"ADGRG1/COL3A1/DAB2IP/EGFR/LRRK2",5
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","5/577","36/9364",0.0678498235313564,0.38099573486366,0.34122220436104,"EGFR/FOSL1/KLF5/SPI1/TP53",5
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","15/577","160/9364",0.0681881591246915,0.382373927734646,0.342456522665524,"ABL1/CARD8/CD68/CXCL9/DAB2IP/GBP5/IL36G/IL36RN/IRF8/NLRP3/PAF1/PDCD1LG2/SLC7A5/SPI1/TLR4",15
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","23/577","269/9364",0.0686583123701821,0.383964149070203,0.343880735011982,"ALPK1/BIRC3/CARD8/CTSS/DAB2IP/F2RL1/FCRL3/FOSL1/GBP5/GSDME/KLK7/MNDA/NAGK/NLRP3/PIK3AP1/PVR/SPI1/TLR4/TLR8/TYROBP/UNC93B1/WDFY1/ZDHHC12",23
"GO:0007610","GO:0007610","behavior","23/577","269/9364",0.0686583123701821,0.383964149070203,0.343880735011982,"ABHD12/ABL1/APP/B2M/B4GALT2/CSNK1E/EGFR/FOSL1/HEXA/HOMER2/HOXD9/ID2/ITGA3/LGMN/LRRK2/MAN2B1/MME/NAV2/PI3/PTGDS/TP53/TPGS1/UBE2Q1",23
"GO:0046660","GO:0046660","female sex differentiation","7/577","59/9364",0.0692522576294908,0.386042602483382,0.345742211113703,"ATM/FANCA/FOXC1/FST/KITLG/MMP2/SFRP1",7
"GO:0051453","GO:0051453","regulation of intracellular pH","7/577","59/9364",0.0692522576294908,0.386042602483382,0.345742211113703,"ATP6AP1/CHP1/CLIC4/DMXL2/LRRK2/SLAMF8/SLC9A9",7
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","8/577","71/9364",0.0694989233333785,0.386042602483382,0.345742211113703,"ANXA3/CD84/F2RL1/IL4R/PTGDS/SNAP23/SPI1/TYROBP",8
"GO:0006022","GO:0006022","aminoglycan metabolic process","8/577","71/9364",0.0694989233333785,0.386042602483382,0.345742211113703,"ABCC5/CHI3L1/CHPF/FOXC1/FUCA1/GNS/HAS3/HEXA",8
"GO:0071347","GO:0071347","cellular response to interleukin-1","8/577","71/9364",0.0694989233333785,0.386042602483382,0.345742211113703,"CCL19/DAB2IP/EDN1/GBP1/MAPK13/MMP2/RC3H1/SFRP1",8
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","27/577","326/9364",0.07080143643164,0.388109194782011,0.347593064325764,"ADAR/BIRC3/CARD8/CCL19/CCR7/CD74/CMKLR1/CXCL9/EDN1/F2RL1/F3/FCER1G/FOSL1/FOXC1/IFNAR1/IL20RB/IL36G/IL36RN/IL4R/JAK3/LAPTM5/PIAS3/PLP2/PTPRC/SPI1/TP53/ULK1",27
"GO:0002792","GO:0002792","negative regulation of peptide secretion","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"CD74/F2RL1/SFRP1",3
"GO:0006007","GO:0006007","glucose catabolic process","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"HK3/TP53/TPI1",3
"GO:0014829","GO:0014829","vascular associated smooth muscle contraction","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"CD38/EDN1/PIK3C2A",3
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"B2M/ERAP1/TAP1",3
"GO:0034104","GO:0034104","negative regulation of tissue remodeling","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"CD38/CSK/SFRP1",3
"GO:0034162","GO:0034162","toll-like receptor 9 signaling pathway","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"FCRL3/PIK3AP1/UNC93B1",3
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"EDN1/LYPD3/SLC7A5",3
"GO:0035330","GO:0035330","regulation of hippo signaling","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"AJUBA/DLG5/FRMD6",3
"GO:0039692","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"APOBEC3F/MPHOSPH8/RESF1",3
"GO:0042634","GO:0042634","regulation of hair cycle","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"FST/KRT17/TSKU",3
"GO:0043011","GO:0043011","myeloid dendritic cell differentiation","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"ITGB6/SPI1/UBD",3
"GO:0045214","GO:0045214","sarcomere organization","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"ACTG1/EDN1/PLEC",3
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"CCL19/IL4R/NLRP3",3
"GO:0046697","GO:0046697","decidualization","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"CTSB/GJB2/SPP1",3
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"FCRL3/LPXN/PRKCH",3
"GO:0050982","GO:0050982","detection of mechanical stimulus","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"ITGA2/JUP/PTK2",3
"GO:0060706","GO:0060706","cell differentiation involved in embryonic placenta development","3/577","16/9364",0.0715682407287527,0.388109194782011,0.347593064325764,"MDFI/PLK4/SPINT2",3
"GO:0002699","GO:0002699","positive regulation of immune effector process","17/577","188/9364",0.0717100273257694,0.388366411148509,0.347823428940228,"B2M/CCL19/CD74/CD84/F2RL1/HLA-DMB/IL4R/KLK7/LAPTM5/NLRP3/PTPRC/PVR/SLC7A5/SPI1/STX7/TLR4/TYROBP",17
"GO:0010165","GO:0010165","response to X-ray","4/577","26/9364",0.0726036563259525,0.391660091006056,0.350773269577824,"ATM/ERCC6/SFRP1/TP53",4
"GO:0030850","GO:0030850","prostate gland development","4/577","26/9364",0.0726036563259525,0.391660091006056,0.350773269577824,"MMP2/PSAP/SFRP1/TNC",4
"GO:0048013","GO:0048013","ephrin receptor signaling pathway","4/577","26/9364",0.0726036563259525,0.391660091006056,0.350773269577824,"EFNA3/EFNB1/MMP2/PTK2",4
"GO:0043068","GO:0043068","positive regulation of programmed cell death","31/577","384/9364",0.0731714828789825,0.394206575300906,0.353053917115179,"ABL1/ATG7/ATM/CTSS/CYP1B1/DAB2IP/F2RL1/FOSL1/GADD45A/GBP1/GBP5/GSDME/HTRA1/IRF8/ITGA6/LAPTM5/LRRK2/MMP2/MNDA/MOAP1/OMA1/PHLDA1/PTPRC/S100A8/S100A9/SFRP1/TFAP2A/TLR4/TP53/TXNIP/UBD",31
"GO:0022612","GO:0022612","gland morphogenesis","8/577","72/9364",0.0741935552082167,0.39758782342004,0.356082184445036,"EGFR/ESRP2/LAMA5/LIPA/MMP2/SFRP1/TGFA/TNC",8
"GO:0030593","GO:0030593","neutrophil chemotaxis","8/577","72/9364",0.0741935552082167,0.39758782342004,0.356082184445036,"CCL19/CCR7/CD74/CXCL9/EDN1/FCER1G/S100A8/S100A9",8
"GO:0072089","GO:0072089","stem cell proliferation","7/577","60/9364",0.0744524911743271,0.39758782342004,0.356082184445036,"CD109/GJA1/IRF6/KITLG/PTPRC/SFN/TP53",7
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"CTSZ/EDN1/F2RL1/NAV2/POSTN",5
"GO:0006826","GO:0006826","iron ion transport","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"ABCC5/B2M/FTH1/LCN2/NECTIN1",5
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"ANLN/EPB41L3/LCP1/PLEC/PLEK",5
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"FCRL3/PDGFRB/PPP1R2B/PPP6R1/PTPRC",5
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"ABL1/CD74/EGFR/PDGFC/S100A6",5
"GO:0071277","GO:0071277","cellular response to calcium ion","5/577","37/9364",0.0746684614926363,0.39758782342004,0.356082184445036,"CLIC4/EDN1/LGMN/NFATC2/SYT7",5
